codigo,fecha,maquina,casino,in,out,jackpot,billetero
622,2025-05-07,22,3,715,715,495,875
623,2025-05-07,23,3,823,1099,1063,1321
624,2025-05-07,24,3,1065,1382,1681,1919
625,2025-05-07,25,3,2107,1967,1699,2130
626,2025-05-07,26,3,1894,2207,1988,831
627,2025-05-07,27,3,2269,1732,1747,1738
628,2025-05-07,28,3,1425,2095,2062,1961
629,2025-05-07,29,3,2034,1837,2429,2029
630,2025-05-07,30,3,2104,2135,1178,1682
631,2025-05-07,31,4,0,0,0,0
632,2025-05-07,32,4,1699,2018,1839,1413
633,2025-05-07,33,4,1787,1513,1195,1600
634,2025-05-07,34,4,1429,1590,1819,1272
635,2025-05-07,35,4,1759,1697,2210,2208
636,2025-05-07,36,4,1827,1885,1127,1048
637,2025-05-07,37,4,0,0,0,0
638,2025-05-07,38,4,1459,2319,1964,2085
639,2025-05-07,39,4,2054,1929,1709,1523
640,2025-05-07,40,4,2072,1553,1850,1204
641,2025-05-07,41,5,843,898,784,465
642,2025-05-07,42,5,1660,1970,1174,2448
643,2025-05-07,43,5,2110,1945,2268,1280
644,2025-05-07,44,5,2138,1329,1505,1318
645,2025-05-07,45,5,1288,1926,1963,1684
646,2025-05-07,46,5,1782,2321,1683,1449
647,2025-05-07,47,5,1531,1266,1718,1278
648,2025-05-07,48,5,1647,1188,1703,2103
649,2025-05-07,49,5,1809,1109,1938,1753
650,2025-05-07,50,5,1147,1939,1247,956
651,2025-05-07,51,6,1641,1923,2117,1481
652,2025-05-07,52,6,1579,1201,2052,1809
653,2025-05-07,53,6,537,537,637,554
654,2025-05-07,54,6,2113,2100,1775,1171
655,2025-05-07,55,6,1355,1168,1219,1003
656,2025-05-07,56,6,1309,2029,2825,1733
657,2025-05-07,57,6,2004,1319,1808,1767
658,2025-05-07,58,6,1434,1947,1683,1731
659,2025-05-07,59,6,1301,1676,1810,1355
660,2025-05-07,60,6,1441,1846,1288,1650
661,2025-05-07,61,7,1663,1647,1844,1172
662,2025-05-07,62,7,1578,1145,1506,1094
663,2025-05-07,63,7,1386,1983,2039,2082
664,2025-05-07,64,7,1698,1353,1538,1270
665,2025-05-07,65,7,2017,1130,1725,1904
666,2025-05-07,66,7,1582,2007,2205,1883
667,2025-05-07,67,7,1675,1992,1341,1574
668,2025-05-07,68,7,2122,1523,1598,1718
669,2025-05-07,69,7,794,1197,1093,1471
670,2025-05-07,70,7,2084,2464,1389,1791
671,2025-05-07,71,8,0,0,0,0
672,2025-05-07,72,8,2528,1207,1561,1298
673,2025-05-07,73,8,1620,1663,2012,1245
674,2025-05-07,74,8,2107,1722,2254,1950
675,2025-05-07,75,8,1866,2097,1366,1378
676,2025-05-07,76,8,1744,2014,1828,2092
677,2025-05-07,77,8,1679,2044,2558,1505
678,2025-05-07,78,8,1394,1115,1606,1975
679,2025-05-07,79,8,1606,1754,1989,1845
680,2025-05-07,80,8,2284,2275,1953,2217
681,2025-05-07,81,9,1843,1605,1815,1607
682,2025-05-07,82,9,1832,1517,1965,1594
683,2025-05-07,83,9,1636,1593,1053,1745
684,2025-05-07,84,9,1269,1930,1351,1547
685,2025-05-07,85,9,1656,2347,2055,1414
686,2025-05-07,86,9,1282,1198,1832,1554
687,2025-05-07,87,9,0,0,0,0
688,2025-05-07,88,9,1652,1885,1546,2661
689,2025-05-07,89,9,1374,2256,1560,1476
690,2025-05-07,90,9,1428,520,2002,1587
691,2025-05-07,91,10,1856,2048,2082,2046
692,2025-05-07,92,10,1505,1198,1999,1972
693,2025-05-07,93,10,2122,1425,1724,2361
694,2025-05-07,94,10,1786,1995,1106,1648
695,2025-05-07,95,10,1973,1733,1578,1536
696,2025-05-07,96,10,1448,1578,1464,1944
697,2025-05-07,97,10,1398,1867,1468,1715
698,2025-05-07,98,10,1260,1651,1739,1518
699,2025-05-07,99,10,1559,1992,1954,2173
700,2025-05-07,100,10,1715,2438,2479,1912
701,2025-05-08,1,1,2475,1997,1810,1816
702,2025-05-08,2,1,2046,2258,2245,1517
703,2025-05-08,3,1,1293,2344,1864,2543
704,2025-05-08,4,1,2217,1955,2459,2153
705,2025-05-08,5,1,2374,1983,1652,2073
706,2025-05-08,6,1,1844,2199,2484,2367
707,2025-05-08,7,1,1841,2820,2163,2207
708,2025-05-08,8,1,2155,2428,2454,2273
709,2025-05-08,9,1,1717,1414,2392,1330
710,2025-05-08,10,1,1753,2637,2424,2005
711,2025-05-08,11,2,1295,2308,2229,2720
712,2025-05-08,12,2,2210,869,1858,1681
713,2025-05-08,13,2,1718,2084,1095,2677
714,2025-05-08,14,2,1145,2533,1385,1631
715,2025-05-08,15,2,1530,1285,1800,2121
716,2025-05-08,16,2,1514,1304,1211,1582
717,2025-05-08,17,2,2264,2077,2056,1066
718,2025-05-08,18,2,1879,2330,1462,1861
719,2025-05-08,19,2,0,0,0,0
720,2025-05-08,20,2,1935,1519,1419,2004
721,2025-05-08,21,3,2481,2013,1566,3255
722,2025-05-08,22,3,813,1207,784,1121
723,2025-05-08,23,3,1295,1455,1302,1382
724,2025-05-08,24,3,1449,1874,1955,2345
725,2025-05-08,25,3,2553,2024,1897,2545
726,2025-05-08,26,3,2060,2676,2009,1156
727,2025-05-08,27,3,2667,1936,1838,2018
728,2025-05-08,28,3,1740,2227,2505,2174
729,2025-05-08,29,3,2379,2270,2670,2368
730,2025-05-08,30,3,2266,2535,1648,1816
731,2025-05-08,31,4,1976,1788,1411,1570
732,2025-05-08,32,4,1782,2338,2264,1886
733,2025-05-08,33,4,2084,1566,1421,1947
734,2025-05-08,34,4,1794,1680,1941,1731
735,2025-05-08,35,4,1889,1961,2404,2571
736,2025-05-08,36,4,2047,2094,1350,1228
737,2025-05-08,37,4,0,0,0,0
738,2025-05-08,38,4,1863,2629,2142,2454
739,2025-05-08,39,4,2305,2100,1947,1728
740,2025-05-08,40,4,2113,1788,2036,1246
741,2025-05-08,41,5,0,0,0,0
742,2025-05-08,42,5,2037,2437,1351,2575
743,2025-05-08,43,5,2590,2151,2450,1597
744,2025-05-08,44,5,2396,1361,1641,1485
745,2025-05-08,45,5,1719,2182,2419,2019
746,2025-05-08,46,5,1966,2489,1752,1477
747,2025-05-08,47,5,1829,1625,1902,1742
748,2025-05-08,48,5,2116,1624,1896,2289
749,2025-05-08,49,5,2088,1411,1974,2205
750,2025-05-08,50,5,1259,1942,1414,1281
751,2025-05-08,51,6,1642,1951,2443,1917
752,2025-05-08,52,6,1895,1645,2096,2088
753,2025-05-08,53,6,897,763,1063,620
754,2025-05-08,54,6,2156,2517,2158,1535
755,2025-05-08,55,6,1505,1485,1233,1436
756,2025-05-08,56,6,1795,2279,2858,1803
757,2025-05-08,57,6,2320,1489,2068,1881
758,2025-05-08,58,6,1621,2041,1710,2056
759,2025-05-08,59,6,1744,1927,1876,1435
760,2025-05-08,60,6,1628,1945,1544,1661
761,2025-05-08,61,7,1709,1731,1893,1301
762,2025-05-08,62,7,1969,1328,1809,1108
763,2025-05-08,63,7,1672,2326,2369,2405
764,2025-05-08,64,7,1925,1749,1978,1511
765,2025-05-08,65,7,2137,1482,2169,2199
766,2025-05-08,66,7,1902,2361,2660,2219
767,2025-05-08,67,7,1952,2048,1696,1656
768,2025-05-08,68,7,2138,1926,1826,1960
769,2025-05-08,69,7,1165,1615,1339,1674
770,2025-05-08,70,7,2359,2610,1631,2206
771,2025-05-08,71,8,1450,1560,1613,1035
772,2025-05-08,72,8,2954,1431,1967,1779
773,2025-05-08,73,8,1846,1974,2503,1711
774,2025-05-08,74,8,2393,1864,2452,2199
775,2025-05-08,75,8,2356,2571,1827,1648
776,2025-05-08,76,8,2130,2034,2297,2466
777,2025-05-08,77,8,1947,2284,2708,1544
778,2025-05-08,78,8,1503,1247,1929,2284
779,2025-05-08,79,8,1828,2005,2079,2313
780,2025-05-08,80,8,2350,2505,2101,2585
781,2025-05-08,81,9,1897,1642,2015,1636
782,2025-05-08,82,9,2098,2002,2070,1950
783,2025-05-08,83,9,0,0,0,0
784,2025-05-08,84,9,1344,1988,1589,1810
785,2025-05-08,85,9,1845,2515,2109,1492
786,2025-05-08,86,9,1510,1357,1882,1800
787,2025-05-08,87,9,1527,2119,1759,2107
788,2025-05-08,88,9,1958,2339,1726,3108
789,2025-05-08,89,9,1414,2514,1966,1558
790,2025-05-08,90,9,1673,991,2173,1896
791,2025-05-08,91,10,2105,2496,2483,2246
792,2025-05-08,92,10,1564,1453,2341,2379
793,2025-05-08,93,10,2578,1623,2211,2448
794,2025-05-08,94,10,2069,2275,1569,2004
795,2025-05-08,95,10,2321,1814,1617,1553
796,2025-05-08,96,10,1711,2029,1726,2170
797,2025-05-08,97,10,1802,2309,1760,2093
798,2025-05-08,98,10,1289,1702,1853,1726
799,2025-05-08,99,10,2041,2356,2160,2506
800,2025-05-08,100,10,1899,2458,2824,2363
801,2025-05-09,1,1,2507,2298,2252,2295
802,2025-05-09,2,1,0,0,0,0
803,2025-05-09,3,1,1743,2741,2327,3012
804,2025-05-09,4,1,2227,2094,2675,2374
805,2025-05-09,5,1,2787,2227,1926,2212
806,2025-05-09,6,1,2025,2641,2886,2645
807,2025-05-09,7,1,1844,3136,2428,2285
808,2025-05-09,8,1,2283,2928,2512,2474
809,2025-05-09,9,1,2184,1837,2734,1710
810,2025-05-09,10,1,0,0,0,0
811,2025-05-09,11,2,1688,2754,2491,3018
812,2025-05-09,12,2,2650,884,1869,1726
813,2025-05-09,13,2,2081,2178,1201,3081
814,2025-05-09,14,2,1405,2685,1420,1728
815,2025-05-09,15,2,1904,1290,2063,2483
816,2025-05-09,16,2,1886,1632,1616,1738
817,2025-05-09,17,2,2409,2135,2508,1370
818,2025-05-09,18,2,2137,2454,1663,2319
819,2025-05-09,19,2,1539,946,1785,2496
820,2025-05-09,20,2,0,0,0,0
821,2025-05-09,21,3,2593,2072,1757,3580
822,2025-05-09,22,3,1206,1498,1019,1160
823,2025-05-09,23,3,1646,1949,1608,1849
824,2025-05-09,24,3,1521,2326,2373,2738
825,2025-05-09,25,3,2588,2491,2116,2910
826,2025-05-09,26,3,2206,3067,2378,1435
827,2025-05-09,27,3,3001,2309,1865,2151
828,2025-05-09,28,3,0,0,0,0
829,2025-05-09,29,3,2633,2354,2711,2689
830,2025-05-09,30,3,2416,2603,1788,2209
831,2025-05-09,31,4,2065,2255,1544,1816
832,2025-05-09,32,4,1811,2519,2463,1941
833,2025-05-09,33,4,2098,1578,1878,2217
834,2025-05-09,34,4,2109,2109,2056,1875
835,2025-05-09,35,4,1956,2051,2679,2628
836,2025-05-09,36,4,2163,2512,1593,1234
837,2025-05-09,37,4,218,205,416,341
838,2025-05-09,38,4,2228,2637,2163,2772
839,2025-05-09,39,4,2566,2396,2206,2047
840,2025-05-09,40,4,2564,1919,2277,1297
841,2025-05-09,41,5,1213,1384,957,862
842,2025-05-09,42,5,2348,2800,1786,2921
843,2025-05-09,43,5,3052,2625,2772,1964
844,2025-05-09,44,5,2749,1701,1925,1527
845,2025-05-09,45,5,1762,2510,2639,2217
846,2025-05-09,46,5,2060,2511,1946,1619
847,2025-05-09,47,5,1961,1659,2314,1839
848,2025-05-09,48,5,2551,1819,2055,2523
849,2025-05-09,49,5,2118,1790,2117,2474
850,2025-05-09,50,5,1727,2437,1521,1488
851,2025-05-09,51,6,1856,2133,2616,2356
852,2025-05-09,52,6,2206,1986,2170,2130
853,2025-05-09,53,6,0,0,0,0
854,2025-05-09,54,6,2560,2672,2554,1605
855,2025-05-09,55,6,1762,1931,1429,1620
856,2025-05-09,56,6,2172,2705,2909,1851
857,2025-05-09,57,6,2579,1844,2522,2069
858,2025-05-09,58,6,2026,2376,2088,2071
859,2025-05-09,59,6,2011,2073,2087,1451
860,2025-05-09,60,6,2003,2102,1991,1805
861,2025-05-09,61,7,1974,2147,2173,1339
862,2025-05-09,62,7,2256,1473,2304,1352
863,2025-05-09,63,7,2110,2407,2555,2627
864,2025-05-09,64,7,2350,1838,2446,1893
865,2025-05-09,65,7,2409,1974,2296,2504
866,2025-05-09,66,7,2277,2741,3078,2331
867,2025-05-09,67,7,2019,2265,1746,1848
868,2025-05-09,68,7,2568,1944,1893,2263
869,2025-05-09,69,7,1295,1981,1536,1879
870,2025-05-09,70,7,2611,2820,1668,2604
871,2025-05-09,71,8,1652,1701,1769,1438
872,2025-05-09,72,8,3223,1631,1975,2005
873,2025-05-09,73,8,1857,2272,2520,1902
874,2025-05-09,74,8,2666,2056,2935,2402
875,2025-05-09,75,8,0,0,0,0
876,2025-05-09,76,8,2335,2384,2759,2623
877,2025-05-09,77,8,2054,2541,2733,2036
878,2025-05-09,78,8,1563,1353,2209,2692
879,2025-05-09,79,8,1959,2172,2398,2444
880,2025-05-09,80,8,2715,2951,2447,2929
881,2025-05-09,81,9,2113,1865,2396,1819
882,2025-05-09,82,9,2296,2129,2462,2332
883,2025-05-09,83,9,1742,1705,1540,1852
884,2025-05-09,84,9,1760,2488,1817,2025
885,2025-05-09,85,9,2024,2769,2585,1681
886,2025-05-09,86,9,1647,1585,2376,1810
887,2025-05-09,87,9,1740,2277,1916,2126
888,2025-05-09,88,9,2249,2540,2055,3257
889,2025-05-09,89,9,1709,2797,2010,1952
890,2025-05-09,90,9,2063,1412,2421,2022
891,2025-05-09,91,10,2224,2564,2947,2491
892,2025-05-09,92,10,1923,1464,2831,2437
893,2025-05-09,93,10,2720,1993,2541,2839
894,2025-05-09,94,10,2448,2584,2049,2086
895,2025-05-09,95,10,2771,2146,2020,1896
896,2025-05-09,96,10,2202,2363,2211,2571
897,2025-05-09,97,10,2225,2625,1982,2283
898,2025-05-09,98,10,1696,1940,1957,1930
899,2025-05-09,99,10,2298,2534,2654,2788
900,2025-05-09,100,10,2382,2474,2931,2611
901,2025-05-10,1,1,2699,2330,2467,2397
902,2025-05-10,2,1,2219,2334,2265,1934
903,2025-05-10,3,1,1942,2942,2511,3076
904,2025-05-10,4,1,2666,2265,2873,2520
905,2025-05-10,5,1,0,0,0,0
906,2025-05-10,6,1,2190,3066,3345,2773
907,2025-05-10,7,1,1912,3464,2771,2410
908,2025-05-10,8,1,2648,2946,2708,2520
909,2025-05-10,9,1,2306,2119,2927,2083
910,2025-05-10,10,1,1999,2738,2505,2135
911,2025-05-10,11,2,1893,3116,2987,3208
912,2025-05-10,12,2,3015,1324,2134,1902
913,2025-05-10,13,2,2345,2180,1611,3254
914,2025-05-10,14,2,1612,2772,1811,1991
915,2025-05-10,15,2,2181,1733,2305,2951
916,2025-05-10,16,2,1988,1887,1739,2158
917,2025-05-10,17,2,2747,2254,2997,1833
918,2025-05-10,18,2,2334,2579,1833,2467
919,2025-05-10,19,2,1759,1377,2179,2816
920,2025-05-10,20,2,2300,1914,1428,2083
921,2025-05-10,21,3,2834,2435,1796,3891
922,2025-05-10,22,3,1624,1905,1174,1197
923,2025-05-10,23,3,0,0,0,0
924,2025-05-10,24,3,1630,2623,2607,3019
925,2025-05-10,25,3,2868,2520,2372,3091
926,2025-05-10,26,3,2672,3087,2849,1565
927,2025-05-10,27,3,3389,2316,1897,2364
928,2025-05-10,28,3,0,0,0,0
929,2025-05-10,29,3,2733,2376,2737,3149
930,2025-05-10,30,3,2702,2667,1964,2590
931,2025-05-10,31,4,2540,2652,1579,1887
932,2025-05-10,32,4,2013,2675,2870,2222
933,2025-05-10,33,4,2591,2039,2252,2529
934,2025-05-10,34,4,2145,2415,2443,2331
935,2025-05-10,35,4,2196,2232,2991,2727
936,2025-05-10,36,4,2322,2845,1737,1284
937,2025-05-10,37,4,627,336,862,428
938,2025-05-10,38,4,2525,2902,2646,2969
939,2025-05-10,39,4,3059,2702,2215,2162
940,2025-05-10,40,4,2936,2343,2655,1476
941,2025-05-10,41,5,1349,1604,1233,1140
942,2025-05-10,42,5,2554,3170,2177,2970
943,2025-05-10,43,5,3378,2991,2928,2006
944,2025-05-10,44,5,3144,2200,2222,1985
945,2025-05-10,45,5,1978,2582,2708,2711
946,2025-05-10,46,5,2551,2970,2180,2077
947,2025-05-10,47,5,2342,2078,2630,2075
948,2025-05-10,48,5,2554,2034,2179,2623
949,2025-05-10,49,5,2527,2267,2316,2690
950,2025-05-10,50,5,2146,2554,1819,1806
951,2025-05-10,51,6,2134,2242,2624,2369
952,2025-05-10,52,6,2569,2405,2549,2166
953,2025-05-10,53,6,1209,1036,1238,672
954,2025-05-10,54,6,2639,2928,2669,1990
955,2025-05-10,55,6,1798,2386,1927,1897
956,2025-05-10,56,6,0,0,0,0
957,2025-05-10,57,6,2732,2178,2999,2283
958,2025-05-10,58,6,2523,2615,2099,2492
959,2025-05-10,59,6,2343,2370,2170,1565
960,2025-05-10,60,6,2065,2269,2256,2113
961,2025-05-10,61,7,2037,2372,2200,1396
962,2025-05-10,62,7,2380,1503,2747,1572
963,2025-05-10,63,7,0,0,0,0
964,2025-05-10,64,7,2711,2338,2533,2145
965,2025-05-10,65,7,2502,2079,2345,2684
966,2025-05-10,66,7,2449,3063,3299,2451
967,2025-05-10,67,7,2242,2712,2132,1989
968,2025-05-10,68,7,2598,2412,2252,2588
969,2025-05-10,69,7,1358,2313,1905,2154
970,2025-05-10,70,7,2766,3035,1744,2762
971,2025-05-10,71,8,2044,1858,1963,1497
972,2025-05-10,72,8,3231,1939,2218,2458
973,2025-05-10,73,8,2167,2764,2538,2135
974,2025-05-10,74,8,3067,2291,3293,2636
975,2025-05-10,75,8,2798,2855,1879,1763
976,2025-05-10,76,8,2481,2454,2880,2900
977,2025-05-10,77,8,2161,2759,3044,2179
978,2025-05-10,78,8,1680,1629,2287,2743
979,2025-05-10,79,8,2108,2381,2612,2617
980,2025-05-10,80,8,3146,2953,2671,3203
981,2025-05-10,81,9,2114,2077,2445,2241
982,2025-05-10,82,9,2492,2492,2937,2759
983,2025-05-10,83,9,1755,1981,1554,2255
984,2025-05-10,84,9,1905,2564,2185,2335
985,2025-05-10,85,9,0,0,0,0
986,2025-05-10,86,9,1652,1696,2639,1983
987,2025-05-10,87,9,2191,2589,2160,2308
988,2025-05-10,88,9,2687,3004,2376,3380
989,2025-05-10,89,9,1896,3227,2495,2438
990,2025-05-10,90,9,2205,1856,2759,2244
991,2025-05-10,91,10,2522,2827,3096,2519
992,2025-05-10,92,10,2001,1890,3113,2645
993,2025-05-10,93,10,2783,2354,2606,2904
994,2025-05-10,94,10,2782,2757,2428,2195
995,2025-05-10,95,10,3155,2440,2262,2211
996,2025-05-10,96,10,2676,2735,2361,2604
997,2025-05-10,97,10,2267,2874,2394,2411
998,2025-05-10,98,10,1794,2188,2353,2328
999,2025-05-10,99,10,2585,2968,2767,3035
1000,2025-05-10,100,10,2797,2677,3152,3054
1001,2025-05-11,1,1,2751,2604,2830,2715
1002,2025-05-11,2,1,2379,2629,2404,2031
1003,2025-05-11,3,1,2386,3314,2751,3156
1004,2025-05-11,4,1,2867,2687,3177,2835
1005,2025-05-11,5,1,0,0,0,0
1006,2025-05-11,6,1,2378,3262,3558,2790
1007,2025-05-11,7,1,2392,3703,3060,2498
1008,2025-05-11,8,1,3013,3034,3124,2880
1009,2025-05-11,9,1,2393,2320,3129,2493
1010,2025-05-11,10,1,2181,3003,2581,2484
1011,2025-05-11,11,2,2333,3454,3381,3539
1012,2025-05-11,12,2,3402,1485,2175,2326
1013,2025-05-11,13,2,2506,2476,1647,3434
1014,2025-05-11,14,2,1909,3173,1958,2183
1015,2025-05-11,15,2,2343,2096,2549,2996
1016,2025-05-11,16,2,2232,1993,1969,2443
1017,2025-05-11,17,2,3141,2258,3160,2024
1018,2025-05-11,18,2,2608,2580,1999,2872
1019,2025-05-11,19,2,1772,1735,2536,3043
1020,2025-05-11,20,2,2497,2209,1843,2125
1021,2025-05-11,21,3,3043,2594,2164,3963
1022,2025-05-11,22,3,1901,2331,1555,1455
1023,2025-05-11,23,3,1965,2335,2043,1926
1024,2025-05-11,24,3,1945,2736,2744,3041
1025,2025-05-11,25,3,3101,2992,2741,3503
1026,2025-05-11,26,3,3120,3279,3269,1685
1027,2025-05-11,27,3,3668,2729,2126,2464
1028,2025-05-11,28,3,0,0,0,0
1029,2025-05-11,29,3,2986,2825,3069,3631
1030,2025-05-11,30,3,2969,3119,2205,2674
1031,2025-05-11,31,4,2961,2871,1924,2249
1032,2025-05-11,32,4,2460,2994,3068,2308
1033,2025-05-11,33,4,2848,2349,2566,2546
1034,2025-05-11,34,4,2532,2425,2577,2737
1035,2025-05-11,35,4,2273,2646,3488,3168
1036,2025-05-11,36,4,2684,3140,1751,1326
1037,2025-05-11,37,4,748,656,1082,843
1038,2025-05-11,38,4,2712,3186,2784,3384
1039,2025-05-11,39,4,3136,3182,2617,2376
1040,2025-05-11,40,4,3206,2461,2713,1680
1041,2025-05-11,41,5,1840,1691,1528,1582
1042,2025-05-11,42,5,3013,3268,2219,3140
1043,2025-05-11,43,5,3781,3232,3038,2197
1044,2025-05-11,44,5,3186,2547,2565,2188
1045,2025-05-11,45,5,2476,2932,2726,2814
1046,2025-05-11,46,5,2720,3194,2392,2170
1047,2025-05-11,47,5,2356,2147,2754,2206
1048,2025-05-11,48,5,2794,2227,2417,2682
1049,2025-05-11,49,5,2840,2409,2388,3079
1050,2025-05-11,50,5,2150,2773,1881,2212
1051,2025-05-11,51,6,0,0,0,0
1052,2025-05-11,52,6,2870,2681,3034,2344
1053,2025-05-11,53,6,1508,1051,1736,1161
1054,2025-05-11,54,6,0,0,0,0
1055,2025-05-11,55,6,0,0,0,0
1056,2025-05-11,56,6,2570,3040,3035,2056
1057,2025-05-11,57,6,3190,2422,3226,2371
1058,2025-05-11,58,6,2655,2863,2459,2608
1059,2025-05-11,59,6,2554,2586,2561,1611
1060,2025-05-11,60,6,2123,2434,2498,2269
1061,2025-05-11,61,7,2533,2869,2256,1499
1062,2025-05-11,62,7,2797,1869,3047,1671
1063,2025-05-11,63,7,2277,2537,3010,2725
1064,2025-05-11,64,7,3044,2340,2800,2356
1065,2025-05-11,65,7,2602,2416,2765,3028
1066,2025-05-11,66,7,2717,3214,3790,2641
1067,2025-05-11,67,7,2720,3122,2393,2191
1068,2025-05-11,68,7,2845,2771,2426,3015
1069,2025-05-11,69,7,1858,2760,2220,2645
1070,2025-05-11,70,7,2891,3373,1762,3060
1071,2025-05-11,71,8,2106,2128,2042,1786
1072,2025-05-11,72,8,3595,2196,2418,2560
1073,2025-05-11,73,8,2630,2792,2846,2172
1074,2025-05-11,74,8,3075,2356,3493,2891
1075,2025-05-11,75,8,2980,3049,2172,1884
1076,2025-05-11,76,8,2782,2535,3133,3196
1077,2025-05-11,77,8,0,0,0,0
1078,2025-05-11,78,8,1947,1950,2691,3057
1079,2025-05-11,79,8,2340,2388,3019,3054
1080,2025-05-11,80,8,3376,2996,3068,3470
1081,2025-05-11,81,9,2186,2114,2918,2609
1082,2025-05-11,82,9,2696,2618,3061,2805
1083,2025-05-11,83,9,1926,2124,1628,2612
1084,2025-05-11,84,9,2389,2796,2429,2822
1085,2025-05-11,85,9,2337,2969,3048,1880
1086,2025-05-11,86,9,2032,2185,2841,2011
1087,2025-05-11,87,9,2667,2814,2410,2733
1088,2025-05-11,88,9,2797,3454,2703,3527
1089,2025-05-11,89,9,2002,3562,2902,2910
1090,2025-05-11,90,9,2624,2212,2950,2656
1091,2025-05-11,91,10,2715,3297,3124,2819
1092,2025-05-11,92,10,2251,2267,3115,2955
1093,2025-05-11,93,10,2874,2364,3059,3297
1094,2025-05-11,94,10,3161,2811,2568,2208
1095,2025-05-11,95,10,3427,2655,2650,2696
1096,2025-05-11,96,10,2879,3155,2808,2886
1097,2025-05-11,97,10,0,0,0,0
1098,2025-05-11,98,10,2009,2269,2461,2787
1099,2025-05-11,99,10,2954,3104,2790,3118
1100,2025-05-11,100,10,3282,2928,3191,3296
1101,2025-05-12,1,1,3180,2914,2968,2753
1102,2025-05-12,2,1,2716,3017,2683,2396
1103,2025-05-12,3,1,2696,3596,3043,3351
1104,2025-05-12,4,1,3169,3030,3259,3117
1105,2025-05-12,5,1,363,288,416,490
1106,2025-05-12,6,1,2733,3405,3751,3087
1107,2025-05-12,7,1,2661,3865,3374,2909
1108,2025-05-12,8,1,3347,3082,3567,3276
1109,2025-05-12,9,1,2772,2556,3355,2673
1110,2025-05-12,10,1,2503,3441,2962,2801
1111,2025-05-12,11,2,2358,3507,3472,3993
1112,2025-05-12,12,2,3444,1595,2284,2549
1113,2025-05-12,13,2,2931,2910,1869,3810
1114,2025-05-12,14,2,2033,3327,2251,2200
1115,2025-05-12,15,2,2591,2307,2561,3211
1116,2025-05-12,16,2,2235,2394,2201,2554
1117,2025-05-12,17,2,3341,2395,3527,2270
1118,2025-05-12,18,2,2650,2741,2157,3208
1119,2025-05-12,19,2,2168,1879,2926,3080
1120,2025-05-12,20,2,2715,2392,2003,2478
1121,2025-05-12,21,3,3386,2955,2276,4301
1122,2025-05-12,22,3,2069,2361,1856,1912
1123,2025-05-12,23,3,2186,2454,2477,2046
1124,2025-05-12,24,3,2127,3139,3028,3498
1125,2025-05-12,25,3,3366,3246,3239,3575
1126,2025-05-12,26,3,3331,3378,3637,1692
1127,2025-05-12,27,3,3919,2897,2591,2883
1128,2025-05-12,28,3,51,282,461,21
1129,2025-05-12,29,3,3210,3170,3284,4121
1130,2025-05-12,30,3,0,0,0,0
1131,2025-05-12,31,4,3342,3262,2090,2552
1132,2025-05-12,32,4,2637,3009,3410,2732
1133,2025-05-12,33,4,2853,2596,3055,2926
1134,2025-05-12,34,4,2990,2475,2612,2880
1135,2025-05-12,35,4,2621,3087,3644,3200
1136,2025-05-12,36,4,2880,3194,1997,1427
1137,2025-05-12,37,4,1082,1094,1571,968
1138,2025-05-12,38,4,2880,3461,2871,3482
1139,2025-05-12,39,4,3162,3441,2849,2565
1140,2025-05-12,40,4,3640,2736,2922,2120
1141,2025-05-12,41,5,2335,2014,2010,1781
1142,2025-05-12,42,5,3191,3384,2438,3354
1143,2025-05-12,43,5,3815,3623,3526,2294
1144,2025-05-12,44,5,3549,2676,2823,2559
1145,2025-05-12,45,5,2813,3000,3172,2959
1146,2025-05-12,46,5,2874,3420,2865,2261
1147,2025-05-12,47,5,2831,2572,3017,2627
1148,2025-05-12,48,5,2880,2676,2864,2865
1149,2025-05-12,49,5,3288,2684,2700,3322
1150,2025-05-12,50,5,2394,3055,1986,2385
1151,2025-05-12,51,6,2381,2428,3028,2401
1152,2025-05-12,52,6,2935,2843,3073,2608
1153,2025-05-12,53,6,1613,1200,2029,1270
1154,2025-05-12,54,6,2856,3300,3000,2034
1155,2025-05-12,55,6,1888,2432,2286,2087
1156,2025-05-12,56,6,3036,3381,3138,2472
1157,2025-05-12,57,6,0,0,0,0
1158,2025-05-12,58,6,2869,2891,2638,2999
1159,2025-05-12,59,6,2813,2672,2981,1719
1160,2025-05-12,60,6,2157,2930,2505,2301
1161,2025-05-12,61,7,2868,3103,2587,1596
1162,2025-05-12,62,7,3083,2327,3399,1909
1163,2025-05-12,63,7,2453,2834,3206,2735
1164,2025-05-12,64,7,3180,2498,2963,2374
1165,2025-05-12,65,7,2813,2762,2864,3430
1166,2025-05-12,66,7,2859,3305,4026,2820
1167,2025-05-12,67,7,3014,3567,2737,2300
1168,2025-05-12,68,7,3103,2802,2612,3412
1169,2025-05-12,69,7,1994,2825,2255,3120
1170,2025-05-12,70,7,2898,3482,1977,3364
1171,2025-05-12,71,8,2221,2239,2534,2233
1172,2025-05-12,72,8,3882,2440,2419,2907
1173,2025-05-12,73,8,2793,3180,3076,2441
1174,2025-05-12,74,8,3477,2479,3959,3196
1175,2025-05-12,75,8,3283,3053,2262,2128
1176,2025-05-12,76,8,3002,2699,3390,3499
1177,2025-05-12,77,8,2226,2804,3200,2431
1178,2025-05-12,78,8,2123,1979,2875,3492
1179,2025-05-12,79,8,2751,2595,3448,3447
